Player;_x;Apps_x;Mins_x;Goals_x;Assists_x;Yel;Red;SpG_x;PS%_x;AerialsWon;MotM;Rating_x;_y;Apps_y;Mins_y;Tackles;Inter;Fouls;Offsides;Clear;Drb_x;Blocks;OwnG;Rating_y;_x;Apps_x;Mins_x;Goals_y;Assists_y;SpG_y;KeyP_x;Drb_y;Fouled;Off;Disp;UnsTch;Rating_x;_y;Apps_y;Mins_y;Assists;KeyP_y;AvgP;PS%_y;Crosses;LongB;ThrB;Rating_y
"302
Rubén Sobrino
Cadiz, 31, AM(CLR),FW";;9(12);940;-;-;6;1;0.5;75.3;0.8;-;6.23;;9(12);940;1.4;0.5;1.2;-;0.3;0.8;-;-;6.23;;9(12);940;-;-;0.5;0.5;0.4;1.1;0.2;0.8;1.1;6.23;;9(12);940;-;0.5;14.2;75.3;0.1;0.2;-;6.23
"303
Kike Pérez
Rayo Vallecano, 27, M(C)";;8(12);751;1;-;7;-;0.7;78.7;0.6;-;6.23;;8(12);751;1.2;0.4;2;-;0.3;0.5;-;-;6.23;;8(12);751;1;-;0.7;0.3;0.3;1.6;-;0.8;1.3;6.23;;8(12);751;-;0.3;15.3;78.7;0.1;1;0.1;6.23
"304
Pablo Torre
Girona, 20, Midfielder";;3(15);500;-;2;-;-;0.6;84.8;-;-;6.21;;3(15);500;0.2;0.2;0.3;-;0.2;0.3;0.1;-;6.21;;3(15);500;-;2;0.6;0.6;0.2;0.8;-;0.4;0.6;6.21;;3(15);500;2;0.6;17.5;84.8;-;0.8;0.3;6.21
"305
Jorge de Frutos
Rayo Vallecano, 27, AM(LR)";;5(19);745;1;-;-;-;0.5;74.2;0.3;-;6.20;;5(19);745;0.2;0.2;0.4;-;0.2;0.3;-;-;6.20;;5(19);745;1;-;0.5;0.3;0.3;0.7;0.1;0.3;0.8;6.20;;5(19);745;-;0.3;9;74.2;0.5;0.1;-;6.20
"306
Maxi Gómez
Cadiz, 27, FW";;8(13);811;-;-;2;-;0.5;55.3;2.2;-;6.20;;8(13);811;0.1;0.1;0.5;-;0.1;-;0.1;-;6.20;;8(13);811;-;-;0.5;0.4;0.2;1.1;0.4;0.5;1;6.20;;8(13);811;-;0.4;7.2;55.3;-;0.2;-;6.20
"307
José Callejón
Granada, 37, M(LR),FW";;7(12);634;-;1;-;-;0.5;81.4;0.4;-;6.19;;7(12);634;0.5;0.1;0.5;0.1;0.5;0.5;0.1;-;6.19;;7(12);634;-;1;0.5;0.5;0.1;0.9;0.1;0.3;0.5;6.19;;7(12);634;1;0.5;12.5;81.4;0.4;0.9;-;6.19
"308
Sory Kaba
Las Palmas, 28, FW";;7(7);595;1;1;2;-;0.9;70.9;1.9;-;6.19;;7(7);595;0.1;-;0.9;-;0.6;0.4;-;-;6.19;;7(7);595;1;1;0.9;0.3;0.8;1;0.6;0.7;3.1;6.19;;7(7);595;1;0.3;9.6;70.9;-;0.3;-;6.19
"309
Amath Ndiaye
Mallorca, 27, AM(LR),FW";;3(12);389;-;-;2;-;0.8;70.2;0.4;-;6.19;;3(12);389;0.6;0.2;0.7;-;0.3;0.5;-;-;6.19;;3(12);389;-;-;0.8;0.2;0.5;0.5;0.3;0.5;1.5;6.19;;3(12);389;-;0.2;6.9;70.2;0.1;0.3;-;6.19
"310
Sergi Guardiola
Cadiz, 32, FW";;1(14);336;-;1;1;-;0.5;73.3;0.3;-;6.19;;1(14);336;0.4;-;0.9;-;0.3;0.1;-;-;6.19;;1(14);336;-;1;0.5;0.2;0.4;1;0.2;0.3;0.3;6.19;;1(14);336;1;0.2;8.7;73.3;0.1;0.3;-;6.19
"311
Kike Barja
Osasuna, 26, AM(LR)";;2(13);280;-;-;3;-;0.3;86.4;0.2;-;6.18;;2(13);280;0.4;0.1;0.5;-;0.1;0.3;0.1;-;6.18;;2(13);280;-;-;0.3;0.3;0.7;0.3;0.1;0.4;1.1;6.18;;2(13);280;-;0.3;5.9;86.4;0.3;0.2;-;6.18
"312
Ramon Terrats
Villarreal, 23, DMC";;5(9);617;-;1;3;-;0.5;84.5;0.3;-;6.18;;5(9);617;0.6;0.2;0.9;0.1;0.1;0.5;-;-;6.18;;5(9);617;-;1;0.5;0.3;0.6;0.9;-;0.8;0.6;6.18;;5(9);617;1;0.3;20.3;84.5;0.1;0.6;0.1;6.18
"313
Óscar Melendo
Granada, 26, AM(CLR),FW";;13(6);971;-;-;2;-;0.3;82.6;0.3;-;6.18;;13(6);971;0.7;0.3;0.6;0.1;0.1;0.4;-;-;6.18;;13(6);971;-;-;0.3;0.5;0.5;1.6;0.1;0.4;0.9;6.18;;13(6);971;-;0.5;18.4;82.6;0.2;0.7;0.1;6.18
"314
Gonzalo Melero
Almeria, 30, M(C),FW";;9(13);928;-;1;3;-;0.5;83;0.5;-;6.17;;9(13);928;0.5;0.2;0.9;-;0.4;0.4;0.1;-;6.17;;9(13);928;-;1;0.5;0.4;0.3;0.7;-;0.5;1;6.17;;9(13);928;1;0.4;16.8;83;-;0.3;-;6.17
"315
Álex Pozo
Almeria, 25, D(R),M(R)";;8(9);842;-;-;3;-;0.2;77.1;0.2;-;6.16;;8(9);842;1;0.3;0.8;0.1;0.8;0.5;0.2;-;6.16;;8(9);842;-;-;0.2;0.8;0.1;0.4;-;0.2;0.8;6.16;;8(9);842;-;0.8;22.6;77.1;0.6;1.2;-;6.16
"316
Javi Llabrés
Mallorca, 21, Forward";;0(14);161;1;-;1;-;0.4;76.9;0.1;-;6.16;;0(14);161;0.1;0.1;0.4;-;0.1;-;-;-;6.16;;0(14);161;1;-;0.4;0.3;0.3;-;-;0.4;0.7;6.16;;0(14);161;-;0.3;3.7;76.9;0.3;0.1;-;6.16
"317
Carlos Dotor
Celta Vigo, 22, M(C)";;7(9);688;-;-;2;-;0.3;84.3;0.4;-;6.16;;7(9);688;0.9;0.3;0.9;-;0.1;0.6;0.1;-;6.16;;7(9);688;-;-;0.3;0.1;0.2;0.6;-;0.6;0.8;6.16;;7(9);688;-;0.1;20.3;84.3;0.1;0.6;0.1;6.16
"318
Antonio Puertas
Granada, 32, M(LR)";;6(17);615;-;2;2;1;0.7;77.3;0.5;-;6.16;;6(17);615;0.4;0.2;0.8;-;0.2;0.3;-;-;6.16;;6(17);615;-;2;0.7;0.4;0.7;0.3;0.2;0.4;0.7;6.16;;6(17);615;2;0.4;7.1;77.3;0.1;0.3;-;6.16
"319
Radamel Falcao
Rayo Vallecano, 38, FW";;0(14);193;1;-;2;-;0.5;77.8;0.7;-;6.16;;0(14);193;0.3;0.1;0.6;-;0.2;0.1;-;-;6.16;;0(14);193;1;-;0.5;0.1;0.1;0.4;0.4;0.4;0.2;6.16;;0(14);193;-;0.1;3.9;77.8;-;0.1;0.1;6.16
"320
Lázaro
Almeria, 21, AM(LR),FW";;2(12);278;-;-;-;-;0.6;77.4;0.3;-;6.06;;2(12);278;0.3;0.1;0.2;-;0.1;0.4;-;-;6.06;;2(12);278;-;-;0.6;0.4;0.4;0.5;0.1;0.4;0.8;6.06;;2(12);278;-;0.4;6;77.4;0.1;0.4;-;6.06
"321
Ben Brereton
Villarreal, 24, AM(LR),FW";;2(12);261;-;-;2;-;0.4;78.3;0.1;-;6.04;;2(12);261;0.1;-;0.4;-;-;0.1;-;-;6.04;;2(12);261;-;-;0.4;0.1;0.1;0.3;0.1;0.4;0.4;6.04;;2(12);261;-;0.1;4.9;78.3;-;0.1;0.1;6.04
